dead PMT rate,var,quantile,quantile error,median,median error
0,X,8.359254150390626,0.05653539884120917,0.044769287,0.04020353247134055
0,Y,8.422814941406255,0.05698792265308583,-0.28936768,0.04043546329129249
0,Z,8.405703125,0.05869120813096096,-0.03552246,0.040438299401862554
0,Global,16.389541244506837,0.07126163282404008,12.43226,0.04149408811388905
0,Longitudinal,12.451000976562502,0.07609744409024088,0.02734375,0.057952220380305765
0,Transverse,6.8424072265625,0.03997299102471885,-0.13842773,0.03112483457506264
3,X,8.638917236328126,0.058227266345690865,0.026641846,0.04142622199327811
3,Y,8.68359375,0.05695503788904688,-0.26507568,0.04157832274638858
3,Z,8.582612304687501,0.05840245677942235,-0.028579712,0.04154216591756794
3,Global,16.895309143066406,0.07721858303192519,12.800301,0.04265151844513361
3,Longitudinal,12.712556152343751,0.08025277223137017,-1.0040283,0.059020818142217504
3,Transverse,7.1745117187500025,0.04931542198816263,1.2505493,0.0319535518131518
3,X,8.4794921875,0.05931345473997851,0.04246521,0.04083802268770025
3,Y,8.52003356933594,0.05334329205289379,-0.28955078,0.041023734215824136
3,Z,8.49768524169922,0.05567008786103855,-0.016326904,0.04112532928272224
3,Global,16.590730895996096,0.0686866057809219,12.587423,0.042261657089232726
3,Longitudinal,12.585093994140628,0.08492873371326404,-0.85398865,0.05859362182570616
3,Transverse,6.971196289062501,0.0449421689175562,0.12159729,0.031638686244711604
3,X,8.489140625000001,0.056907975285589885,0.027755737,0.04087189129094731
3,Y,8.541780395507812,0.054618992844023495,-0.2602539,0.04100664593344996
3,Z,8.477178955078127,0.056422334433344545,-0.015136719,0.04100966825329987
3,Global,16.60693946838379,0.08058455921319307,12.594676,0.042166153214354414
3,Longitudinal,12.575322265625001,0.08378998892220224,-0.67559814,0.05851425370111663
3,Transverse,6.987313232421877,0.04751501188637253,0.7290039,0.03158940882355673
3,X,8.629651641845706,0.057504161980908464,0.03277588,0.04148755646530344
3,Y,8.671456909179689,0.061970554326318705,-0.2821808,0.04157230317332257
3,Z,8.587719726562502,0.0552934893832564,-0.0047302246,0.04144854562117429
3,Global,16.882146606445325,0.0731501627401201,12.786554,0.04265251036764359
3,Longitudinal,12.675825195312502,0.07792448942075936,-0.90322876,0.05892161514837597
3,Transverse,7.211674804687501,0.04627795028194548,1.3781128,0.032009701072922774
3,X,8.87587554931641,0.059024557791875765,0.0023002625,0.04242655256843769
3,Y,8.902318115234376,0.057316413265613875,-0.2846527,0.04243893906649559
3,Z,8.728885498046875,0.05451851844100197,0.009994507,0.042201081778117565
3,Global,17.269199218750007,0.07642019104551778,13.099976,0.043298198207428286
3,Longitudinal,12.853394470214845,0.07585568669463427,-1.3650208,0.059514072200756614
3,Transverse,7.510621337890625,0.052088696210201846,2.191864,0.03256200853980902
3,X,8.434953613281253,0.053438688311373994,0.02067566,0.0405819025661059
3,Y,8.498328247070313,0.05659360316102102,-0.27868652,0.040777558385963454
3,Z,8.429570312500001,0.053087785581540814,-0.042964935,0.04082248137472793
3,Global,16.53205406188965,0.07480627041514509,12.515787,0.04197715437625159
3,Longitudinal,12.5217919921875,0.07703102315924859,-0.61764526,0.058327825983454845
3,Transverse,6.896367187500001,0.04516693472285738,0.16699219,0.03137626365518378
3,X,8.73447021484375,0.0607338617105615,0.03068924,0.041897589299539136
3,Y,8.802512207031254,0.05971811979414632,-0.23165894,0.04205558429254648
3,Z,8.673710937500001,0.05741916250502044,9.1552734e-05,0.04184878456347928
3,Global,17.05974174499512,0.08233008184600266,12.941629,0.04301569366325788
3,Longitudinal,12.757080078125,0.07875783289451554,-1.1312256,0.05933964781974995
3,Transverse,7.320693359375003,0.04798384810406908,1.3910217,0.03251987152834696
3,X,8.513919677734375,0.05675987182751818,0.033226013,0.04093173966968151
3,Y,8.551030273437501,0.05910501785022326,-0.27209473,0.04108327463305705
3,Z,8.501601562500003,0.056250035728236725,-0.01876831,0.041096112330523814
3,Global,16.624266433715825,0.07356957066618364,12.64138,0.042250165828097194
3,Longitudinal,12.548298339843754,0.078711707869763,-0.69158936,0.058648252763656795
3,Transverse,7.023193359375,0.04438435371299043,0.465271,0.03168140336969936
3,X,8.444276123046876,0.05972902473002861,0.032704353,0.04066321156434313
3,Y,8.486091308593751,0.061358451639613065,-0.27489853,0.04076079596982902
3,Z,8.451665039062501,0.056468771590695965,-0.019065857,0.040794711125396045
3,Global,16.51537841796875,0.07613910010072189,12.522487,0.041955514709364095
3,Longitudinal,12.508271484375001,0.0782887380823798,-0.6058731,0.05831922812805242
3,Transverse,6.9356689453125,0.041709151462383076,0.45306396,0.031364643479931426
3,X,8.46826416015625,0.05619535917026752,0.04333496,0.04069689395831034
3,Y,8.478046264648441,0.05774730023448171,-0.27761078,0.0407817624185509
3,Z,8.452800292968753,0.05541797792606751,-0.0021362305,0.04083454558749376
3,Global,16.512700119018554,0.06920819111856957,12.52838,0.04203173518093458
3,Longitudinal,12.539063110351563,0.07270091042442672,-0.54034424,0.05838517486070179
3,Transverse,6.906748046875002,0.043792686863210584,0.35403442,0.03137624933139302
3,X,9.575688476562501,0.06287953758269538,0.012306213,0.045246810283080925
3,Y,9.619367675781252,0.058995508557792675,-0.31597137,0.04543427647557266
3,Z,9.250427246093752,0.060577452523236985,0.018432617,0.04450746991837338
3,Global,18.551079025268553,0.07981744621324083,14.125007,0.04547785660895357
3,Longitudinal,13.321049804687501,0.081302450454519,-1.7128448,0.06110104436924913
3,Transverse,8.821171875000001,0.059530776245416916,3.9421387,0.03562499005074028
3,X,8.439464111328128,0.05224860563015277,0.03704834,0.040688432178920104
3,Y,8.51104736328125,0.0547505662619141,-0.26237488,0.04093009959563973
3,Z,8.452647705078128,0.05908843254056961,-0.026870728,0.040924728174105515
3,Global,16.534124298095705,0.07805016181476532,12.530355,0.04213282533420847
3,Longitudinal,12.543095703125001,0.08082078742123677,-0.5480499,0.05849402850856647
3,Transverse,6.92431640625,0.04803646422697927,-0.061431885,0.03147942717716987
3,X,8.554326171875001,0.05881263379674451,0.023406982,0.041091775802871856
3,Y,8.597827148437503,0.05703681622853196,-0.27275085,0.04131788758282841
3,Z,8.498061523437503,0.06444595186882829,-0.012268066,0.041176887767555306
3,Global,16.69302940368653,0.07333627177435531,12.6646,0.04241556980187407
3,Longitudinal,12.608725585937504,0.08173978898481238,-0.8109131,0.05877166296387919
3,Transverse,7.045537109375001,0.04690906263316652,0.9481201,0.03166585131388396
3,X,8.6287255859375,0.05529385624319261,-0.0033683777,0.04145167895040259
3,Y,8.670112304687501,0.05848350588491158,-0.26620865,0.0416037653797223
3,Z,8.579072265625001,0.05239907401266386,-0.024810791,0.0415753183312771
3,Global,16.882081832885742,0.07243749136640076,12.830105,0.0426287257130901
3,Longitudinal,12.70044189453125,0.08081603205552668,-1.0925903,0.059062546925642966
3,Transverse,7.1700439453125,0.04660313047192144,1.1015778,0.03194390832102404
3,X,8.467685546875,0.05623073104056253,0.034858704,0.04073611249740546
3,Y,8.488652343750001,0.0610086363185367,-0.28903198,0.04089250680679562
3,Z,8.481202239990235,0.05790066123325133,-0.025939941,0.0409100713552125
3,Global,16.554064178466803,0.07840104857270802,12.526579,0.04212950579570033
3,Longitudinal,12.517216796875001,0.07944335430009986,-0.6095886,0.05847359920199801
3,Transverse,6.938969726562501,0.04478102149017271,0.042297363,0.03153511449468891
5,X,8.750185546875,0.0551433603598408,0.005432129,0.041922945990128316
5,Y,8.78955322265625,0.056124812331971086,-0.26605225,0.042056791071917836
5,Z,8.666386718750001,0.05751092116386758,-0.002166748,0.04202667530184935
5,Global,17.108475646972657,0.08137701864190205,12.951048,0.04311813025286301
5,Longitudinal,12.835403289794925,0.08062081526765752,-1.490387,0.05939455807162037
5,Transverse,7.318242187500001,0.04756819438532123,1.5007324,0.03229392805293182
5,X,8.877817382812502,0.052227779555218845,0.017333984,0.04231700779766894
5,Y,8.882591552734377,0.057965928290999,-0.25527954,0.04247388553499718
5,Z,8.788605957031251,0.058937789074073876,-0.0018615723,0.042406699794447236
5,Global,17.275169906616213,0.07445801224023896,13.121279,0.043384921598572
5,Longitudinal,12.916873779296875,0.08245287081364516,-1.6622925,0.059714698376007166
5,Transverse,7.4716796875,0.044045109546018146,1.5431519,0.03291761813106007
5,X,8.546140136718755,0.05859817542267898,-0.0025939941,0.04112647876693057
5,Y,8.570693359375003,0.05860592033783618,-0.25299072,0.041228349566800764
5,Z,8.507329101562501,0.05520011711127282,0.0010223389,0.041244001889151456
5,Global,16.706534729003906,0.07280775984612475,12.657673,0.04242999385916727
5,Longitudinal,12.62953247070313,0.07867203771226983,-1.0080261,0.05874412547614712
5,Transverse,7.034428710937501,0.04513406486258198,0.78134537,0.03170999007510444
5,X,9.023681640625,0.06192572207858049,0.013994217,0.04311288774544562
5,Y,9.016260375976568,0.059195220345962696,-0.28829956,0.0431684568916909
5,Z,8.8526025390625,0.05956660934592861,-0.0047912598,0.04272910683872147
5,Global,17.555512619018554,0.08003879397081803,13.306651,0.0439994086411383
5,Longitudinal,12.914951171875007,0.08475658157439803,-1.464325,0.059864435703642575
5,Transverse,7.7920556640625005,0.05228819779460636,2.4921875,0.033594198806561865
5,X,9.273210449218753,0.061574873193530166,-0.006591797,0.044255897600344665
5,Y,9.289208984375005,0.05937104770359625,-0.28092957,0.04421289399954176
5,Z,9.016610717773439,0.055050940691987904,0.008300781,0.043715940822039424
5,Global,17.979669265747074,0.0831536347589541,13.678745,0.04491029072396247
5,Longitudinal,13.1638818359375,0.0870665783721023,-2.0578613,0.06066375336120115
5,Transverse,8.130275268554692,0.050173561350858265,3.1894531,0.03396020388895546
5,X,8.479802246093751,0.0593276490116974,0.021148682,0.04083339252233776
5,Y,8.531684570312501,0.057726036079326803,-0.2645874,0.04099607497587063
5,Z,8.476816101074219,0.056211551320764386,-0.026367188,0.04107548607183244
5,Global,16.613827590942382,0.06938147171831233,12.594301,0.0422275378196474
5,Longitudinal,12.575024414062502,0.07457344702623026,-0.9052658,0.05856157592483304
5,Transverse,6.956298828125,0.04404284047420148,0.33184814,0.03152666345814175
5,X,9.198989257812503,0.06008508934458412,3.0517578e-05,0.04383556237960635
5,Y,9.233110351562503,0.06391604000275741,-0.24530411,0.043930049265340845
5,Z,8.983662109375004,0.06496552381823406,0.016960144,0.043439434365248886
5,Global,17.829164505004886,0.0848943125408006,13.569445,0.044642568331854225
5,Longitudinal,13.132065429687504,0.07850364130425014,-1.9741821,0.06054414970837267
5,Transverse,8.010869140625001,0.05312238714494377,2.6833649,0.03401703352878744
5,X,8.693741760253907,0.05526364854288879,0.03161621,0.041691036655862504
5,Y,8.7374267578125,0.05648303283983225,-0.2552185,0.04180589555300243
5,Z,8.64185729980469,0.05519946150757704,-0.029022217,0.04188151800630877
5,Global,16.952323226928712,0.08137352557689681,12.894459,0.042947695047582425
5,Longitudinal,12.727680664062504,0.0704205407265377,-1.1513672,0.05929209641538141
5,Transverse,7.253422851562501,0.045630949281905586,0.79089355,0.032580181849333104
5,X,8.521591796875004,0.05614405789564714,0.021728516,0.04109364863851345
5,Y,8.5323486328125,0.059854900807806644,-0.28401184,0.0411390908646929
5,Z,8.506348876953126,0.05247011685199787,-0.013641357,0.04120348704699274
5,Global,16.643838043212895,0.07287494199340472,12.637292,0.04244430690708211
5,Longitudinal,12.575700683593753,0.0907854457871089,-1.027504,0.0587337908611153
5,Transverse,7.009400634765625,0.04601732938629599,0.5000305,0.031669289023665864
5,X,8.633097229003907,0.05549271169619452,0.00793457,0.041587203496658474
5,Y,8.626347656250001,0.062177815929704394,-0.27722168,0.0415339798711498
5,Z,8.579482421875003,0.05847620053696723,0.0014648438,0.041589463074650536
5,Global,16.863617553710938,0.07134816316024839,12.769676,0.04286579877392412
5,Longitudinal,12.6932373046875,0.08355623800655643,-1.2053757,0.05907506233781769
5,Transverse,7.1281762695312505,0.04631548840082633,1.1106873,0.031945265500198355
5,X,9.785954589843751,0.06626134768045233,-0.010314941,0.046175819123109224
5,Y,9.807470703125002,0.06270931593836337,-0.32138062,0.04633044086339309
5,Z,9.439208984375,0.06033786212129577,0.010414124,0.04538614495767842
5,Global,18.969742736816407,0.08688891228580076,14.453572,0.046298452257683004
5,Longitudinal,13.532371826171879,0.08575068545482267,-2.2013779,0.06171291373905442
5,Transverse,9.14810546875,0.06287188459863202,4.3049927,0.03632043873961793
5,X,8.615971679687501,0.0597070961060151,0.0575943,0.041350964796636094
5,Y,8.659769287109377,0.054104568626307525,-0.23846436,0.04154089826208587
5,Z,8.588874511718751,0.0544914805883252,-0.0382843,0.041551623200415846
5,Global,16.801824798583986,0.07689335278349319,12.75066,0.04270889596996207
5,Longitudinal,12.669638671875004,0.08157087370925353,-0.9627991,0.05907665227859182
5,Transverse,7.123417968750001,0.041105572950758784,0.066345215,0.03222628395107763
5,X,8.671303710937508,0.055821530827252275,0.012329102,0.04174000611551608
