dead PMT rate,var,quantile,quantile error,median,median error
5,Y,8.693544921875,0.06291574492372298,-0.2583084,0.0418573179618233
5,Z,8.62927490234375,0.05546460844344381,-0.0035533905,0.04184912475350977
5,Global,16.917383346557617,0.0788852116796086,12.842798,0.04309814498380805
5,Longitudinal,12.75567626953125,0.091051004848552,-1.3078079,0.05935935735583283
5,Transverse,7.193242187500001,0.047099683033642314,1.0487976,0.03218027951611094
5,X,9.057314453125,0.05905788833134196,-0.0076904297,0.043293439127948974
5,Y,9.098398437500002,0.059895157863069315,-0.2866211,0.04337639894307105
5,Z,8.907114257812502,0.05981807977272169,0.0046539307,0.04303629485531543
5,Global,17.629485626220706,0.08053531167389494,13.421867,0.04410437696075989
5,Longitudinal,13.040629882812503,0.08124777497827118,-1.8303909,0.060208443024379735
5,Transverse,7.801899414062504,0.05188884491109924,2.3780823,0.03352910075851489
5,X,8.723673095703125,0.057912490044898846,0.004119873,0.04186800350972869
5,Y,8.757211914062502,0.05408902454535358,-0.28009033,0.04203178889514992
5,Z,8.660768432617187,0.056429336038533506,-0.0022907257,0.04191534005723587
5,Global,17.019185333251954,0.07352410387033004,12.907479,0.043104551299224525
5,Longitudinal,12.778076171875,0.08005814812111822,-1.2996216,0.059383335381561556
5,Transverse,7.299936523437502,0.04559501708716596,1.2109375,0.03252930732550873
10,X,9.719459838867188,0.06752571199637813,-0.023399353,0.04604024444358569
10,Y,9.746352539062503,0.06524518720155648,-0.2841797,0.046128683108672665
10,Z,9.398104248046877,0.06434277617185025,0.033599854,0.045523323901766846
10,Global,18.894640045166017,0.0935123669371869,14.284451,0.04658426559751849
10,Longitudinal,13.638574218750005,0.08600454437391925,-2.99469,0.06193925828061079
10,Transverse,8.834111328125001,0.05706438334382469,3.6513214,0.03587717829177159
10,X,9.894448852539064,0.06810719637527107,-0.036209106,0.046660869230491744
10,Y,9.9118994140625,0.06700336062707102,-0.26870728,0.0467274712765683
10,Z,9.623923339843754,0.0678788451890604,-0.0087890625,0.046117446094823086
10,Global,19.194018325805672,0.0931726684144607,14.579008,0.046807777609452476
10,Longitudinal,13.869331054687501,0.08892569977057185,-3.3415833,0.062375904718074665
10,Transverse,9.095979003906256,0.06139066675272353,3.5789185,0.03687612662112304
10,X,10.685669250488282,0.06770972792734753,0.0076293945,0.05021630266767967
10,Y,10.669382629394534,0.07165110636613115,-0.269989,0.050278510890941236
10,Z,10.105207519531252,0.07069239014850304,0.004760742,0.048552723285266206
10,Global,20.655338973999022,0.09783071490835482,15.658471,0.04980849360195914
10,Longitudinal,14.226186523437502,0.09462241372943936,-3.519928,0.06410167083806356
10,Transverse,10.645903320312506,0.06628149511301551,5.7341003,0.039413750877479045
10,X,9.820390625000003,0.06162832766341886,-0.01789093,0.046591051493390045
10,Y,9.812451171875002,0.06266082778527249,-0.23764801,0.046589440066929784
10,Z,9.439210510253906,0.06218992203204543,0.008163452,0.04561015114039355
10,Global,19.072187118530277,0.08619879241809869,14.436989,0.04686801631148483
10,Longitudinal,13.539804687500002,0.089058665560664,-2.7994385,0.06193816251061781
10,Transverse,9.088327636718752,0.060663728173125264,3.9450684,0.036750521299967
10,X,11.649603271484377,0.07849300528041603,-0.06100464,0.054725360379313345
10,Y,11.69957733154297,0.0780459948906298,-0.2731018,0.0546754276447313
10,Z,10.882725830078128,0.08029120423846692,0.022632599,0.05227829470907649
10,Global,22.513126449584963,0.09639396417390955,17.086067,0.053613035665165426
10,Longitudinal,14.98645263671875,0.09565152352431383,-4.421524,0.0667010449563769
10,Transverse,12.395041503906254,0.07535279884389645,7.461914,0.04266685922503532
10,X,9.784071044921877,0.06617593578819125,-0.018562317,0.04605382339722418
10,Y,9.777489013671879,0.06453286370038214,-0.25830078,0.04594933134364529
10,Z,9.4090576171875,0.06541004972232223,0.017959595,0.045566044607702284
10,Global,18.888791885375984,0.08176518231335095,14.377598,0.0462948140148305
10,Longitudinal,13.660039062500001,0.08318559181708629,-3.067459,0.06200573499351821
10,Transverse,8.843759765625002,0.05750495826134383,3.6417236,0.03571032045323279
10,X,10.63375,0.07010242721916526,-0.026016235,0.050055560248302475
10,Y,10.664125366210937,0.06748203837161704,-0.24023438,0.050338921478462695
10,Z,10.10931640625,0.06910747278222651,0.031066895,0.04893382564311863
10,Global,20.55726089477539,0.08692652783607713,15.594819,0.049873461078732896
10,Longitudinal,14.31140380859375,0.08884820803913307,-3.8621864,0.06450040936328666
10,Transverse,10.379638671875,0.06795934787126434,5.428467,0.039012190272150075
10,X,9.985737304687504,0.07301031152073989,-0.005252838,0.04735357849438694
10,Y,9.989013671875,0.06535600119656948,-0.27517796,0.04739714788492479
10,Z,9.583380126953127,0.06543798397016687,-0.010467529,0.04649684034062764
10,Global,19.35938789367676,0.08122246767264585,14.645456,0.047744775543776
10,Longitudinal,13.803713684082032,0.08615241131495033,-3.293686,0.06277374800637539
10,Transverse,9.201546630859376,0.06275773719188216,4.1481934,0.03677123350140292
10,X,9.371718750000003,0.06372654373997122,0.014907837,0.04470694660941561
10,Y,9.365302734375001,0.06074327635109711,-0.24833679,0.04458294555282445
10,Z,9.152114257812503,0.06564350764916149,0.03911972,0.04431377645784966
10,Global,18.223176269531255,0.07926864333681749,13.802189,0.045422212262806815
10,Longitudinal,13.405541992187505,0.08629079711670506,-2.7240143,0.06126439287905225
10,Transverse,8.195986328125,0.055354638445137994,2.4847565,0.03481405579887705
10,X,9.3567529296875,0.06187219990657411,-0.008728027,0.04466133249774707
10,Y,9.31225830078125,0.06269786841558478,-0.22296715,0.044484179434601034
10,Z,9.148926963806153,0.060351307084030026,0.026611328,0.044454310749923114
10,Global,18.185510635375977,0.08630199439248187,13.757412,0.045524645271464256
10,Longitudinal,13.482216796875,0.08787737701972098,-3.05126,0.06131220569260212
10,Transverse,8.06830078125,0.052656759284637644,2.5483856,0.034114399496464276
10,X,10.841196289062502,0.07019878025244175,-0.023132324,0.05072200051943971
10,Y,10.870002441406251,0.06998259097111159,-0.3269043,0.050797468991995394
10,Z,10.2884521484375,0.07153741173745942,0.043952942,0.049232573366008496
10,Global,20.952162704467774,0.08831248994136587,15.956002,0.05003135746236133
10,Longitudinal,14.362521972656257,0.09339426476706336,-3.6521912,0.06439250108561201
10,Transverse,10.975104370117188,0.07458238920236582,5.8963623,0.04023649867576986
10,X,9.2017822265625,0.05788560958224842,-0.0032157898,0.04381215372456025
10,Y,9.232421875,0.06284379262233841,-0.22564697,0.04385267930956204
10,Z,9.05356201171875,0.05694371418868194,-0.013076782,0.04372631840844352
10,Global,17.87125030517578,0.07734758454579449,13.568329,0.04466316952391178
10,Longitudinal,13.302741088867188,0.0835060933742362,-2.6934967,0.0607957542549306
10,Transverse,7.8531518554687505,0.052755513417811706,1.7807617,0.03406809784283936
10,X,9.218141174316406,0.06193301877896218,0.005569458,0.04419985934995206
10,Y,9.248966064453125,0.0657528783897412,-0.23272705,0.04407510987529381
10,Z,9.098393554687501,0.06273890646906821,0.0027160645,0.04407872305151249
10,Global,17.98431495666504,0.08098744754139986,13.589296,0.04514008729909149
10,Longitudinal,13.365434570312503,0.08330019148153234,-2.77063,0.06111343444825472
10,Transverse,7.9219482421875025,0.052210314791413914,2.0058289,0.034222021298323774
10,X,10.531018066406252,0.07425321946899643,-0.057006836,0.04955082293001525
10,Y,10.532475585937501,0.06556968358411197,-0.27664185,0.049593855178399676
10,Z,9.974741210937502,0.06762234138594714,0.03490448,0.04810498307186033
10,Global,20.33164581298828,0.09141691108479577,15.457266,0.04921988606834468
10,Longitudinal,14.217666015625003,0.08764912843974315,-3.7245483,0.06377775979575975
10,Transverse,10.265388183593751,0.066245440597271,5.3821716,0.038382326933531746
10,X,9.124755859375,0.05841780767307014,-0.010498047,0.043601823181071225
10,Y,9.133002929687501,0.061028082552654794,-0.24732971,0.043645811542488734
10,Z,9.011235351562501,0.05992979831092882,0.008432388,0.04357878694458482
10,Global,17.760404815673837,0.07992859254365925,13.426777,0.04462887120694198
10,Longitudinal,13.208520507812505,0.0859962731886732,-2.493866,0.06065008846481811
10,Transverse,7.771484375,0.051834927829074395,1.9558411,0.03384403436496119
